top_level,subject_id,phase,tasks_present,missing_tasks,n_missing
6_Months,M23387,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M23405,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M23468,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M23468,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M23635,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M23697,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24232,E2,"['arm_restraint', 'freeplay', 'still_face', 'visual_attention']",['nail_clipping'],1
6_Months,M24283,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24283,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24341,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24341,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24432,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24432,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24542,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24542,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24591,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24718,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24718,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24749,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24749,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24793,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24793,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24886,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24926,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24957,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M24957,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M25139,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M25139,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M25139-2,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M25139-2,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,M25179,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N186,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N186,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N194,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N194,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N208,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face']",['visual_attention'],1
6_Months,N208,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N231,E1,"['arm_restraint', 'calibration', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N231,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N231,E3,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N367,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N367,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N419,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N419,E2,"['arm_restraint', 'freeplay', 'still_face', 'visual_attention']",['nail_clipping'],1
6_Months,N507,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N507,E2,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N564,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N564,E2,"['arm_restraint', 'calibration', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N564,E3,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N643,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N643,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N801,E1,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N801,E2,"['arm_restraint', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N850,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N850,E2,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
6_Months,N853,E1,"['arm_restraint', 'depth', 'freeplay', 'nail_clipping', 'still_face', 'visual_attention']",[],0
